0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000
0x0001, 0x0000, 0xFFFE, 0x0001, 0xFFFE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD
0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7FFF, 0x3FFF, 0x7FFF, 0x0000, 0x8000, 0x7FFF
0xFFFF, 0xFEFF, 0xFFFF, 0xFCFF, 0xFFFF, 0xF87F, 0xFFFF, 0xF87E, 0xF7FF, 0xF87E, 0xF3BD, 0xFC7E, 0xFC7F, 0xDFFC, 0xEFFB, 0x5FFC, 0xF7F7, 0x0FF8, 0xFDDF, 0x03E0, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000
0xFFFF, 0x0000, 0xFFFF, 0x0380, 0xFE7F, 0x0FC0, 0xF9FF, 0x13C0, 0xF2F7, 0x3F88, 0xECFB, 0x3F84, 0xD7FD, 0x7F82, 0xF7BD, 0x7E42, 0xDFE3, 0x6F7F, 0xFFFF, 0x07FF, 0xFFA2, 0x07FF, 0xFD6B, 0x0FB6, 0xFAA2, 0x0DFF, 0xF57F, 0x98FF, 0xF6EB, 0x8DF7, 0xB9FF, 0xC71F
0xFFFF, 0xFEFF, 0xFFFF, 0xFCF7, 0xFFFF, 0xF873, 0xFFFF, 0xF872, 0xFFFF, 0xF062, 0xFFFF, 0xF020, 0xFFFF, 0xC020, 0xFFFF, 0x4020, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000
0x7FFF, 0x7FFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xF333, 0xC000, 0xF333, 0xC000, 0xF333, 0xF333, 0xC000, 0xFBFF, 0xF7FF, 0xFFFF, 0xFFFF, 0xFF80, 0xFFFF, 0xFFBF, 0xFFFF, 0xF3BF, 0xF7FF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x3333, 0x0000, 0x3333, 0x0000, 0x3333, 0x3333, 0x0000, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x0000, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xFFBF, 0xFFFF, 0xF3BF, 0xF7FF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xF3BF, 0xF7FF, 0xFF80, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xF333, 0xF777, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xEAAA, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xFFBF, 0xFFFF, 0xF3BF, 0xF7FF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xF3BF, 0xF7FF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xF3BF, 0xF7FF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xF3BF, 0xF7FF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x0000, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x3333, 0x7777, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xAAAA, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0x0FF8, 0xFFFF, 0x182C, 0xF01F, 0x3016, 0xE00F, 0x63CA, 0xC187, 0x676A, 0xC3C7, 0x5A6A, 0xE7C7, 0x3CCA, 0xFF87, 0x0194, 0xFF0F, 0x0328, 0xFE1F, 0x0650, 0xFC3F, 0x06A0, 0xFC7F, 0x0240, 0xFFFF, 0x03C0, 0xFFFF, 0x0660, 0xFC3F, 0x05A0, 0xFE7F, 0x03C0, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x3333, 0x0003, 0x3333, 0x0003, 0x3333, 0x3333, 0x0003, 0xFFDF, 0xFFEF, 0xFFFF, 0xFFFF, 0x01FF, 0xFFFF, 0xFDFF, 0xFFFF, 0xFDCF, 0xFFEF, 0xFDFF, 0xFFFF, 0xFDFF, 0xFFFF
0xFDFF, 0xFFFF, 0xFDCF, 0xFFEF, 0xFDFF, 0xFFFF, 0xFDFF, 0xFFFF, 0xFDFF, 0xFFFF, 0xFDCF, 0xFFEF, 0xFDFF, 0xFFFF, 0xFDFF, 0xFFFF, 0xFDFF, 0xFFFF, 0xFDCF, 0xFFEF, 0xFDFF, 0xFFFF, 0xFDFF, 0xFFFF, 0xFDFF, 0xFFFF, 0xFDCF, 0xFFEF, 0xFDFF, 0xFFFF, 0xFDFF, 0xFFFF
0xFDFF, 0xFFFF, 0xFDCF, 0xFFEF, 0xFDFF, 0xFFFF, 0xFDFF, 0xFFFF, 0xFDFF, 0xFFFF, 0xFDCF, 0xFFEF, 0x01FF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x39CF, 0x7BEF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xAAAF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0x7FFF, 0x0000, 0xFFFE, 0x0001, 0xC03E, 0x0001, 0xC5BE, 0x1A01, 0xC03E, 0x0001, 0xC03E, 0x0001, 0xFFFF, 0x0001, 0xFFFD, 0x0003, 0xFFF9, 0x0007, 0xFFF0, 0x000F, 0xFFE3, 0x001D, 0xFFC5, 0x003B, 0xFF89, 0x0077, 0xCB10, 0x34EF, 0xFE22, 0x01DD, 0x83B8, 0x7FFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFEFF, 0xFC7F, 0xFDFF, 0xF93F, 0xFBFF, 0xF39F, 0xF7FF, 0xE7CF, 0xEFFF, 0xCFE7, 0xDFFF, 0xFFFF, 0x0000, 0x8001, 0x7FFF, 0x0001, 0x1116, 0x0001, 0x5572, 0x0001, 0x5134, 0x0001, 0x5776, 0x0001, 0x1716, 0x8001, 0x7FFF, 0x7FFF, 0xFFFF
0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00
0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F, 0xFC9F, 0xFF7F
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xE763, 0xFFFF, 0xDA9D, 0xE763, 0xA562, 0xC201, 0xDB5D, 0xE020, 0xEB4D, 0xF030, 0xEB52, 0xF021, 0xEB6C, 0xF003, 0xDB6E, 0xE001, 0xA551, 0xC220, 0xDAAE, 0xE771, 0xE771, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF, 0x6AAA, 0x3FFF, 0x7555, 0x3FFF
0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD
0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0x5556, 0xFFFD, 0xAAAE, 0xFFFD, 0xFFFE, 0xFFFD, 0xFFFE, 0x0001, 0x0000, 0xFFFF
0xF8DF, 0xFC3F, 0xE0F7, 0xF3CF, 0xC073, 0xECFF, 0x8039, 0xD87F, 0x807D, 0xB0FF, 0x007D, 0xA1FF, 0x00FE, 0x63FF, 0x81FE, 0x67FF, 0x83FE, 0x67FF, 0x83FE, 0x67FF, 0x438D, 0xB7FF, 0xC38D, 0xBFDF, 0xAF8B, 0xDFFF, 0xDFF7, 0xEFFF, 0xE3CF, 0xFFFF, 0xF83F, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x0000, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x7777, 0x3333, 0xBBBB, 0xFFFF, 0xFFFF, 0xFFFF, 0xAAAA, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xFFBF, 0xFFFF, 0xF7BF, 0xF3FF, 0xFBBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xF7BF, 0xF3FF, 0xFBBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xF7BF, 0xF3FF, 0xFBBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xFFBF, 0xFFFF, 0xF7BF, 0xF3FF, 0xFBBF, 0xFFFF, 0xFFBF, 0xFFFF
0x3FFF, 0x0000, 0x7FFE, 0x7FFF, 0xFFFE, 0x4003, 0xE7FE, 0x4003, 0xEFFE, 0x4003, 0xFFC6, 0x4003, 0xFF82, 0x4003, 0xFF82, 0x4003, 0xF682, 0x4903, 0xF6C6, 0x4923, 0xE426, 0x5BFB, 0xD17A, 0x7FFF, 0xFFFE, 0x7FFF, 0xFFFE, 0x7FFF, 0xDFFE, 0x75FF, 0x0000, 0xFFFF
0xE808, 0xFFE0, 0xFD05, 0xFFFA, 0xD000, 0xFFA0, 0xD000, 0xFFA0, 0xD000, 0xFFA0, 0xD000, 0xFFA0, 0xD000, 0xFFA0, 0xD000, 0xFFA0, 0xD000, 0xFFA0, 0xD000, 0xFFA0, 0xD000, 0xFFA0, 0xFFFF, 0xFFFF, 0xD000, 0xFFA0, 0xFFFF, 0xFFFF, 0xD000, 0xFFA0, 0xFFFF, 0xFFFF
0x1017, 0x07FF, 0xA0BF, 0x5FFF, 0x000B, 0x05FF, 0x000B, 0x05FF, 0x000B, 0x05FF, 0x000B, 0x05FF, 0x000B, 0x05FF, 0x000B, 0x05FF, 0x000B, 0x05FF, 0x000B, 0x05FF, 0x000B, 0x05FF, 0xFFFF, 0xFFFF, 0x000B, 0x05FF, 0xFFFF, 0xFFFF, 0x000B, 0x05FF, 0xFFFF, 0xFFFF
0x0400, 0xFFFF, 0x0000, 0x0000, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0x0000, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0xFFFF, 0xFFFF
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0800, 0x8400, 0x3000, 0x8C00, 0x3000, 0x8C00, 0x0000, 0xFC00, 0x1FFF, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFEFF, 0xFC7F, 0xFDFF, 0xF93F, 0xFBFF, 0xF39F, 0xF7FF, 0xE7CF, 0xEFFF, 0xCFE7, 0xDFFF, 0x7FFF, 0x0000, 0x8001, 0x7FFF, 0x8001, 0x7FFF, 0x8001, 0x7FFF, 0x8001, 0x7FFF, 0x8001, 0x7FFF, 0x8001, 0x7FFF, 0x8001, 0x7FFF, 0x7FFF, 0xFFFF
0x0001, 0x0000, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0xC000, 0x3FFF, 0x0000, 0xFFFF
0x0000, 0x0000, 0x4CCC, 0x7FFF, 0x4CCC, 0x7FFF, 0x4CCC, 0x7FFF, 0x4CCC, 0x7FFF, 0x4CCC, 0x7FFF, 0xCCCC, 0xFFFF, 0x9DDD, 0x7DDD, 0x9EEE, 0x7FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x3FFF, 0x5FFF
0x0000, 0x0000, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0x0000, 0x3FFF, 0xC000, 0x3FFF, 0x0000, 0xFFFF
0x0001, 0x0000, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xFF8F, 0xFF83, 0xFF3F, 0xFF0D, 0xFF7F, 0xFF3F, 0xFF7F, 0xFF3F, 0xFEFF, 0xFE3F, 0xFFFF, 0xFF3F, 0xFEFF, 0xFE3F, 0xFFFF, 0xFF3F, 0xFEFF, 0xFE3F, 0xFBFF, 0xFB3F, 0xFB7F, 0xF33F, 0xED7F, 0xF13F, 0xE27F, 0xDC3F, 0xF1BF, 0xEE7F, 0xF83F, 0xF7FF, 0xFC7F, 0xFBFF
0x0000, 0x0000, 0xCCCC, 0xFFFF, 0xCCCC, 0xFFFF, 0xCCCC, 0xFFFF, 0xCCCC, 0xFFFF, 0xCCCC, 0xFFFF, 0xCCCC, 0xFFFF, 0xDDDD, 0xDDDD, 0xEEEE, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0x0001, 0x0001, 0xCCCD, 0xFFFF, 0xCCCD, 0xFFFF, 0xCCCD, 0xFFFF, 0xCCCD, 0xFFFF, 0xCCCD, 0xFFFF, 0xCCCD, 0xFFFF, 0xDDF9, 0xDDF7, 0xEEF9, 0xFFF7, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF3, 0xFFF5
0x0000, 0xFFFF, 0x0000, 0x0000, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x7FFE, 0xE37F, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x580A, 0xE7FF, 0x1FFC, 0xFFFF, 0x0040, 0xFFFF, 0x3E40, 0xFFFF, 0x8001, 0xFFFF, 0xFFFF, 0xFFFF
0xFFFF, 0xFFFF, 0x8006, 0xFFF8, 0xFF00, 0xC000, 0xFF00, 0xC000, 0xFF00, 0xC000, 0x8000, 0xFFFF, 0xFFF4, 0xFFFF, 0x7F0F, 0xFFF0, 0x0300, 0x1FFF, 0x0008, 0xFFFE, 0x0008, 0xFFFE, 0x0080, 0xFFFF, 0x01F4, 0xFFC0, 0x0400, 0xFFFF, 0x0828, 0xFFC0, 0xFBFF, 0xFFFF
0xFFFF, 0xFFFF, 0x6001, 0x1FFF, 0x00FF, 0x0003, 0x00FF, 0x0003, 0x00FF, 0x0003, 0x0001, 0xFFFF, 0x2FFF, 0xFFFF, 0xF0FE, 0x0FFF, 0x00C0, 0xFFF8, 0x1000, 0x7FFF, 0x1000, 0x7FFF, 0x0100, 0xFFFF, 0x2F80, 0x03FF, 0x0020, 0xFFFF, 0x1410, 0x03FF, 0xFFDF, 0xFFFF
0xFFDF, 0xFFFF, 0xFFDF, 0xFFFF, 0xBF8F, 0xFFFF, 0xCF07, 0xFFFF, 0xC000, 0xFFFF, 0xC019, 0xFF1F, 0xC00D, 0xFC0F, 0xC03D, 0xF03F, 0xC16D, 0xE1AF, 0x81DC, 0xE3CF, 0x0A3B, 0xE61F, 0x99F7, 0xF83F, 0xB7EF, 0xF0FF, 0x8F8F, 0xFFFF, 0x6027, 0xFFFF, 0xFBF7, 0xFFFF
0x3FFF, 0x5FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x3FFF, 0x5FFF
0xFFF3, 0xFFF5, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF3, 0xFFF5
0x3FFF, 0x5FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x3FFF, 0x5FFF, 0x3FFF, 0x5FFF, 0x7FFF, 0x0000, 0xC000, 0x3FFF, 0xC000, 0x3FFF, 0xC000, 0x3FFF, 0xC000, 0x3FFF, 0xC000, 0x3FFF, 0x0000, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x0000, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0xFFF3, 0xFFF5, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF3, 0xFFF5, 0xFFF3, 0xFFF5, 0xFFFC, 0x0003, 0x0000, 0xFFFF, 0x0003, 0xFFFF, 0x0003, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0x0002, 0x8001, 0x0002, 0xBFFF, 0x0002, 0xBFFF, 0x0002, 0xBFFF, 0x0002, 0xBFFF, 0x0002, 0xBFFF, 0x781E, 0xB7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF
0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0xFFFF, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xF3B7, 0xF38F, 0xF7FF, 0xF3BF
0x0003, 0x0000, 0x0006, 0x7FFF, 0x000C, 0x7FFF, 0x0018, 0x7FFF, 0x0010, 0x7FEF, 0x0000, 0x7FF7, 0x0000, 0x7FFB, 0x0000, 0x7FFD, 0x0000, 0x7FFE, 0x0000, 0x7FFF, 0x0800, 0x7FFF, 0x1C00, 0x7FFF, 0x3600, 0x7FFF, 0x6300, 0x7FFF, 0xC180, 0x7FFF, 0x80C0, 0x7FFF
0x0060, 0xFFFF, 0x0030, 0xFFFF, 0x0018, 0xFFFF, 0x000C, 0xFFFF, 0x0006, 0xFFFF, 0x0003, 0xFFFF, 0x0001, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0x7FFF, 0x0000, 0xBFFF, 0x0000, 0xDFFF, 0x0000, 0xEFFF, 0x0000, 0xF7FF, 0x0000, 0xFBFF, 0x0000, 0xFDFF
0x0000, 0xFEFF, 0x0000, 0xFF7F, 0x0000, 0xFFBF, 0x0000, 0xFFDF, 0x0000, 0xFFEF, 0x0000, 0xFFF7, 0x8000, 0xFFFB, 0xC000, 0xFFFD, 0x6000, 0xFFFE, 0x3000, 0xFFFF, 0x1800, 0xFFFF, 0x0C00, 0xFFFF, 0x0600, 0xFFFF, 0x0300, 0xFFFF, 0x0180, 0xFFFF, 0x00C0, 0xFFFF
0x0000, 0xFEFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x8000, 0xFFFF, 0xC000, 0xFFFF, 0x6000, 0xFFFF, 0x3000, 0xFFFF, 0x1800, 0xFFFF, 0x0C00, 0xFFFF, 0x0600, 0xFFFF, 0x0300, 0xFFFF, 0x0100, 0xFFFF, 0x0000, 0xFFFF
